"","GEOID","location","name","estimate","moe","label","concept","geography"
"2857","295101113002","Block Group 2; Census Tract 1113; St. Louis city; Missouri","B08301_001",388,259,"Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK","block group"
"2858","295101113002","Block Group 2; Census Tract 1113; St. Louis city; Missouri","B08301_002",315,251,"Estimate!!Total:!!Car, truck, or van:","MEANS OF TRANSPORTATION TO WORK","block group"
"2859","295101113002","Block Group 2; Census Tract 1113; St. Louis city; Missouri","B08301_003",263,235,"Estimate!!Total:!!Car, truck, or van:!!Drove alone","MEANS OF TRANSPORTATION TO WORK","block group"
"2860","295101113002","Block Group 2; Census Tract 1113; St. Louis city; Missouri","B08301_004",52,35,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:","MEANS OF TRANSPORTATION TO WORK","block group"
"2861","295101113002","Block Group 2; Census Tract 1113; St. Louis city; Missouri","B08301_005",15,5,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2862","295101113002","Block Group 2; Census Tract 1113; St. Louis city; Missouri","B08301_006",22,35,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2863","295101113002","Block Group 2; Census Tract 1113; St. Louis city; Missouri","B08301_007",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2864","295101113002","Block Group 2; Census Tract 1113; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2865","295101113002","Block Group 2; Census Tract 1113; St. Louis city; Missouri","B08301_009",15,5,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2866","295101113002","Block Group 2; Census Tract 1113; St. Louis city; Missouri","B08301_010",38,41,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"2867","295101113002","Block Group 2; Census Tract 1113; St. Louis city; Missouri","B08301_011",38,41,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"2868","295101113002","Block Group 2; Census Tract 1113; St. Louis city; Missouri","B08301_012",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2869","295101113002","Block Group 2; Census Tract 1113; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2870","295101113002","Block Group 2; Census Tract 1113; St. Louis city; Missouri","B08301_014",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","MEANS OF TRANSPORTATION TO WORK","block group"
"2871","295101113002","Block Group 2; Census Tract 1113; St. Louis city; Missouri","B08301_015",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","MEANS OF TRANSPORTATION TO WORK","block group"
"2872","295101113002","Block Group 2; Census Tract 1113; St. Louis city; Missouri","B08301_016",0,12,"Estimate!!Total:!!Taxicab","MEANS OF TRANSPORTATION TO WORK","block group"
"2873","295101113002","Block Group 2; Census Tract 1113; St. Louis city; Missouri","B08301_017",0,12,"Estimate!!Total:!!Motorcycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2874","295101113002","Block Group 2; Census Tract 1113; St. Louis city; Missouri","B08301_018",0,12,"Estimate!!Total:!!Bicycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2875","295101113002","Block Group 2; Census Tract 1113; St. Louis city; Missouri","B08301_019",15,5,"Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK","block group"
"2876","295101113002","Block Group 2; Census Tract 1113; St. Louis city; Missouri","B08301_020",20,21,"Estimate!!Total:!!Other means","MEANS OF TRANSPORTATION TO WORK","block group"
"2877","295101113002","Block Group 2; Census Tract 1113; St. Louis city; Missouri","B08301_021",0,12,"Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK","block group"
"2878","295101121001","Block Group 1; Census Tract 1121; St. Louis city; Missouri","B08301_001",1081,309,"Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK","block group"
"2879","295101121001","Block Group 1; Census Tract 1121; St. Louis city; Missouri","B08301_002",849,306,"Estimate!!Total:!!Car, truck, or van:","MEANS OF TRANSPORTATION TO WORK","block group"
"2880","295101121001","Block Group 1; Census Tract 1121; St. Louis city; Missouri","B08301_003",801,294,"Estimate!!Total:!!Car, truck, or van:!!Drove alone","MEANS OF TRANSPORTATION TO WORK","block group"
"2881","295101121001","Block Group 1; Census Tract 1121; St. Louis city; Missouri","B08301_004",48,61,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:","MEANS OF TRANSPORTATION TO WORK","block group"
"2882","295101121001","Block Group 1; Census Tract 1121; St. Louis city; Missouri","B08301_005",40,56,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2883","295101121001","Block Group 1; Census Tract 1121; St. Louis city; Missouri","B08301_006",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2884","295101121001","Block Group 1; Census Tract 1121; St. Louis city; Missouri","B08301_007",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2885","295101121001","Block Group 1; Census Tract 1121; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2886","295101121001","Block Group 1; Census Tract 1121; St. Louis city; Missouri","B08301_009",8,22,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2887","295101121001","Block Group 1; Census Tract 1121; St. Louis city; Missouri","B08301_010",14,24,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"2888","295101121001","Block Group 1; Census Tract 1121; St. Louis city; Missouri","B08301_011",14,24,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"2889","295101121001","Block Group 1; Census Tract 1121; St. Louis city; Missouri","B08301_012",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2890","295101121001","Block Group 1; Census Tract 1121; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2891","295101121001","Block Group 1; Census Tract 1121; St. Louis city; Missouri","B08301_014",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","MEANS OF TRANSPORTATION TO WORK","block group"
"2892","295101121001","Block Group 1; Census Tract 1121; St. Louis city; Missouri","B08301_015",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","MEANS OF TRANSPORTATION TO WORK","block group"
"2893","295101121001","Block Group 1; Census Tract 1121; St. Louis city; Missouri","B08301_016",0,12,"Estimate!!Total:!!Taxicab","MEANS OF TRANSPORTATION TO WORK","block group"
"2894","295101121001","Block Group 1; Census Tract 1121; St. Louis city; Missouri","B08301_017",0,12,"Estimate!!Total:!!Motorcycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2895","295101121001","Block Group 1; Census Tract 1121; St. Louis city; Missouri","B08301_018",0,12,"Estimate!!Total:!!Bicycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2896","295101121001","Block Group 1; Census Tract 1121; St. Louis city; Missouri","B08301_019",9,24,"Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK","block group"
"2897","295101121001","Block Group 1; Census Tract 1121; St. Louis city; Missouri","B08301_020",0,12,"Estimate!!Total:!!Other means","MEANS OF TRANSPORTATION TO WORK","block group"
"2898","295101121001","Block Group 1; Census Tract 1121; St. Louis city; Missouri","B08301_021",209,79,"Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK","block group"
"2899","295101121002","Block Group 2; Census Tract 1121; St. Louis city; Missouri","B08301_001",833,278,"Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK","block group"
"2900","295101121002","Block Group 2; Census Tract 1121; St. Louis city; Missouri","B08301_002",556,225,"Estimate!!Total:!!Car, truck, or van:","MEANS OF TRANSPORTATION TO WORK","block group"
"2901","295101121002","Block Group 2; Census Tract 1121; St. Louis city; Missouri","B08301_003",485,201,"Estimate!!Total:!!Car, truck, or van:!!Drove alone","MEANS OF TRANSPORTATION TO WORK","block group"
"2902","295101121002","Block Group 2; Census Tract 1121; St. Louis city; Missouri","B08301_004",71,101,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:","MEANS OF TRANSPORTATION TO WORK","block group"
"2903","295101121002","Block Group 2; Census Tract 1121; St. Louis city; Missouri","B08301_005",62,98,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2904","295101121002","Block Group 2; Census Tract 1121; St. Louis city; Missouri","B08301_006",9,15,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2905","295101121002","Block Group 2; Census Tract 1121; St. Louis city; Missouri","B08301_007",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2906","295101121002","Block Group 2; Census Tract 1121; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2907","295101121002","Block Group 2; Census Tract 1121; St. Louis city; Missouri","B08301_009",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2908","295101121002","Block Group 2; Census Tract 1121; St. Louis city; Missouri","B08301_010",94,71,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"2909","295101121002","Block Group 2; Census Tract 1121; St. Louis city; Missouri","B08301_011",67,60,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"2910","295101121002","Block Group 2; Census Tract 1121; St. Louis city; Missouri","B08301_012",27,35,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2911","295101121002","Block Group 2; Census Tract 1121; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2912","295101121002","Block Group 2; Census Tract 1121; St. Louis city; Missouri","B08301_014",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","MEANS OF TRANSPORTATION TO WORK","block group"
"2913","295101121002","Block Group 2; Census Tract 1121; St. Louis city; Missouri","B08301_015",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","MEANS OF TRANSPORTATION TO WORK","block group"
"2914","295101121002","Block Group 2; Census Tract 1121; St. Louis city; Missouri","B08301_016",0,12,"Estimate!!Total:!!Taxicab","MEANS OF TRANSPORTATION TO WORK","block group"
"2915","295101121002","Block Group 2; Census Tract 1121; St. Louis city; Missouri","B08301_017",0,12,"Estimate!!Total:!!Motorcycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2916","295101121002","Block Group 2; Census Tract 1121; St. Louis city; Missouri","B08301_018",71,79,"Estimate!!Total:!!Bicycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2917","295101121002","Block Group 2; Census Tract 1121; St. Louis city; Missouri","B08301_019",11,17,"Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK","block group"
"2918","295101121002","Block Group 2; Census Tract 1121; St. Louis city; Missouri","B08301_020",0,12,"Estimate!!Total:!!Other means","MEANS OF TRANSPORTATION TO WORK","block group"
"2919","295101121002","Block Group 2; Census Tract 1121; St. Louis city; Missouri","B08301_021",101,107,"Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK","block group"
"2920","295101121003","Block Group 3; Census Tract 1121; St. Louis city; Missouri","B08301_001",768,235,"Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK","block group"
"2921","295101121003","Block Group 3; Census Tract 1121; St. Louis city; Missouri","B08301_002",449,158,"Estimate!!Total:!!Car, truck, or van:","MEANS OF TRANSPORTATION TO WORK","block group"
"2922","295101121003","Block Group 3; Census Tract 1121; St. Louis city; Missouri","B08301_003",406,148,"Estimate!!Total:!!Car, truck, or van:!!Drove alone","MEANS OF TRANSPORTATION TO WORK","block group"
"2923","295101121003","Block Group 3; Census Tract 1121; St. Louis city; Missouri","B08301_004",43,57,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:","MEANS OF TRANSPORTATION TO WORK","block group"
"2924","295101121003","Block Group 3; Census Tract 1121; St. Louis city; Missouri","B08301_005",43,57,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2925","295101121003","Block Group 3; Census Tract 1121; St. Louis city; Missouri","B08301_006",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2926","295101121003","Block Group 3; Census Tract 1121; St. Louis city; Missouri","B08301_007",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2927","295101121003","Block Group 3; Census Tract 1121; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2928","295101121003","Block Group 3; Census Tract 1121; St. Louis city; Missouri","B08301_009",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2929","295101121003","Block Group 3; Census Tract 1121; St. Louis city; Missouri","B08301_010",102,83,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"2930","295101121003","Block Group 3; Census Tract 1121; St. Louis city; Missouri","B08301_011",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"2931","295101121003","Block Group 3; Census Tract 1121; St. Louis city; Missouri","B08301_012",64,55,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2932","295101121003","Block Group 3; Census Tract 1121; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2933","295101121003","Block Group 3; Census Tract 1121; St. Louis city; Missouri","B08301_014",38,59,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","MEANS OF TRANSPORTATION TO WORK","block group"
"2934","295101121003","Block Group 3; Census Tract 1121; St. Louis city; Missouri","B08301_015",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","MEANS OF TRANSPORTATION TO WORK","block group"
"2935","295101121003","Block Group 3; Census Tract 1121; St. Louis city; Missouri","B08301_016",0,12,"Estimate!!Total:!!Taxicab","MEANS OF TRANSPORTATION TO WORK","block group"
"2936","295101121003","Block Group 3; Census Tract 1121; St. Louis city; Missouri","B08301_017",0,12,"Estimate!!Total:!!Motorcycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2937","295101121003","Block Group 3; Census Tract 1121; St. Louis city; Missouri","B08301_018",50,74,"Estimate!!Total:!!Bicycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2938","295101121003","Block Group 3; Census Tract 1121; St. Louis city; Missouri","B08301_019",45,54,"Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK","block group"
"2939","295101121003","Block Group 3; Census Tract 1121; St. Louis city; Missouri","B08301_020",50,58,"Estimate!!Total:!!Other means","MEANS OF TRANSPORTATION TO WORK","block group"
"2940","295101121003","Block Group 3; Census Tract 1121; St. Louis city; Missouri","B08301_021",72,73,"Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK","block group"
"2941","295101122001","Block Group 1; Census Tract 1122; St. Louis city; Missouri","B08301_001",505,94,"Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK","block group"
"2942","295101122001","Block Group 1; Census Tract 1122; St. Louis city; Missouri","B08301_002",421,94,"Estimate!!Total:!!Car, truck, or van:","MEANS OF TRANSPORTATION TO WORK","block group"
"2943","295101122001","Block Group 1; Census Tract 1122; St. Louis city; Missouri","B08301_003",377,92,"Estimate!!Total:!!Car, truck, or van:!!Drove alone","MEANS OF TRANSPORTATION TO WORK","block group"
"2944","295101122001","Block Group 1; Census Tract 1122; St. Louis city; Missouri","B08301_004",44,29,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:","MEANS OF TRANSPORTATION TO WORK","block group"
"2945","295101122001","Block Group 1; Census Tract 1122; St. Louis city; Missouri","B08301_005",44,29,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2946","295101122001","Block Group 1; Census Tract 1122; St. Louis city; Missouri","B08301_006",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2947","295101122001","Block Group 1; Census Tract 1122; St. Louis city; Missouri","B08301_007",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2948","295101122001","Block Group 1; Census Tract 1122; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2949","295101122001","Block Group 1; Census Tract 1122; St. Louis city; Missouri","B08301_009",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2950","295101122001","Block Group 1; Census Tract 1122; St. Louis city; Missouri","B08301_010",38,23,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"2951","295101122001","Block Group 1; Census Tract 1122; St. Louis city; Missouri","B08301_011",38,23,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"2952","295101122001","Block Group 1; Census Tract 1122; St. Louis city; Missouri","B08301_012",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2953","295101122001","Block Group 1; Census Tract 1122; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2954","295101122001","Block Group 1; Census Tract 1122; St. Louis city; Missouri","B08301_014",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","MEANS OF TRANSPORTATION TO WORK","block group"
"2955","295101122001","Block Group 1; Census Tract 1122; St. Louis city; Missouri","B08301_015",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","MEANS OF TRANSPORTATION TO WORK","block group"
"2956","295101122001","Block Group 1; Census Tract 1122; St. Louis city; Missouri","B08301_016",0,12,"Estimate!!Total:!!Taxicab","MEANS OF TRANSPORTATION TO WORK","block group"
"2957","295101122001","Block Group 1; Census Tract 1122; St. Louis city; Missouri","B08301_017",0,12,"Estimate!!Total:!!Motorcycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2958","295101122001","Block Group 1; Census Tract 1122; St. Louis city; Missouri","B08301_018",11,14,"Estimate!!Total:!!Bicycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2959","295101122001","Block Group 1; Census Tract 1122; St. Louis city; Missouri","B08301_019",8,13,"Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK","block group"
"2960","295101122001","Block Group 1; Census Tract 1122; St. Louis city; Missouri","B08301_020",16,19,"Estimate!!Total:!!Other means","MEANS OF TRANSPORTATION TO WORK","block group"
"2961","295101122001","Block Group 1; Census Tract 1122; St. Louis city; Missouri","B08301_021",11,13,"Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK","block group"
"2962","295101123001","Block Group 1; Census Tract 1123; St. Louis city; Missouri","B08301_001",186,177,"Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK","block group"
"2963","295101123001","Block Group 1; Census Tract 1123; St. Louis city; Missouri","B08301_002",186,177,"Estimate!!Total:!!Car, truck, or van:","MEANS OF TRANSPORTATION TO WORK","block group"
"2964","295101123001","Block Group 1; Census Tract 1123; St. Louis city; Missouri","B08301_003",107,86,"Estimate!!Total:!!Car, truck, or van:!!Drove alone","MEANS OF TRANSPORTATION TO WORK","block group"
"2965","295101123001","Block Group 1; Census Tract 1123; St. Louis city; Missouri","B08301_004",79,98,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:","MEANS OF TRANSPORTATION TO WORK","block group"
"2966","295101123001","Block Group 1; Census Tract 1123; St. Louis city; Missouri","B08301_005",79,98,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2967","295101123001","Block Group 1; Census Tract 1123; St. Louis city; Missouri","B08301_006",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2968","295101123001","Block Group 1; Census Tract 1123; St. Louis city; Missouri","B08301_007",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2969","295101123001","Block Group 1; Census Tract 1123; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2970","295101123001","Block Group 1; Census Tract 1123; St. Louis city; Missouri","B08301_009",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2971","295101123001","Block Group 1; Census Tract 1123; St. Louis city; Missouri","B08301_010",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"2972","295101123001","Block Group 1; Census Tract 1123; St. Louis city; Missouri","B08301_011",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"2973","295101123001","Block Group 1; Census Tract 1123; St. Louis city; Missouri","B08301_012",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2974","295101123001","Block Group 1; Census Tract 1123; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2975","295101123001","Block Group 1; Census Tract 1123; St. Louis city; Missouri","B08301_014",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","MEANS OF TRANSPORTATION TO WORK","block group"
"2976","295101123001","Block Group 1; Census Tract 1123; St. Louis city; Missouri","B08301_015",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","MEANS OF TRANSPORTATION TO WORK","block group"
"2977","295101123001","Block Group 1; Census Tract 1123; St. Louis city; Missouri","B08301_016",0,12,"Estimate!!Total:!!Taxicab","MEANS OF TRANSPORTATION TO WORK","block group"
"2978","295101123001","Block Group 1; Census Tract 1123; St. Louis city; Missouri","B08301_017",0,12,"Estimate!!Total:!!Motorcycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2979","295101123001","Block Group 1; Census Tract 1123; St. Louis city; Missouri","B08301_018",0,12,"Estimate!!Total:!!Bicycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2980","295101123001","Block Group 1; Census Tract 1123; St. Louis city; Missouri","B08301_019",0,12,"Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK","block group"
"2981","295101123001","Block Group 1; Census Tract 1123; St. Louis city; Missouri","B08301_020",0,12,"Estimate!!Total:!!Other means","MEANS OF TRANSPORTATION TO WORK","block group"
"2982","295101123001","Block Group 1; Census Tract 1123; St. Louis city; Missouri","B08301_021",0,12,"Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK","block group"
"2983","295101123002","Block Group 2; Census Tract 1123; St. Louis city; Missouri","B08301_001",139,88,"Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK","block group"
"2984","295101123002","Block Group 2; Census Tract 1123; St. Louis city; Missouri","B08301_002",109,76,"Estimate!!Total:!!Car, truck, or van:","MEANS OF TRANSPORTATION TO WORK","block group"
"2985","295101123002","Block Group 2; Census Tract 1123; St. Louis city; Missouri","B08301_003",95,77,"Estimate!!Total:!!Car, truck, or van:!!Drove alone","MEANS OF TRANSPORTATION TO WORK","block group"
"2986","295101123002","Block Group 2; Census Tract 1123; St. Louis city; Missouri","B08301_004",14,19,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:","MEANS OF TRANSPORTATION TO WORK","block group"
"2987","295101123002","Block Group 2; Census Tract 1123; St. Louis city; Missouri","B08301_005",14,19,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2988","295101123002","Block Group 2; Census Tract 1123; St. Louis city; Missouri","B08301_006",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2989","295101123002","Block Group 2; Census Tract 1123; St. Louis city; Missouri","B08301_007",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2990","295101123002","Block Group 2; Census Tract 1123; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2991","295101123002","Block Group 2; Census Tract 1123; St. Louis city; Missouri","B08301_009",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2992","295101123002","Block Group 2; Census Tract 1123; St. Louis city; Missouri","B08301_010",7,11,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
